country,year,gdp,co2,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,co2_per_capita,co2_per_gdp,share_global_co2,methane_per_capita,nitrous_oxide_per_capita,total_ghg_excluding_lucf,total_ghg,temperature_change_from_co2
Netherlands,2015,761083265024.0,163.743,45.533,47.104,68.546,0.249,1.037,9.571,0.215,0.462,1.518,0.749,181.273,209.52,0.005
Netherlands,2016,777764077568.0,164.608,42.642,47.572,71.748,0.239,1.104,9.568,0.212,0.465,1.55,0.739,182.781,210.964,0.005
Netherlands,2017,800404013056.0,162.078,38.511,47.448,73.32,0.298,1.118,9.36,0.202,0.45,1.475,0.722,179.879,206.723,0.005
Netherlands,2018,819300859904.0,158.042,35.129,47.591,72.694,0.22,1.101,9.072,0.193,0.43,1.408,0.698,175.765,200.681,0.006
Netherlands,2019,835323035648.0,152.422,27.575,47.569,75.028,0.006,1.062,8.691,0.182,0.411,1.349,0.692,169.095,193.764,0.006
Netherlands,2020,802861613056.0,136.67,19.404,42.209,73.026,0.0,0.931,7.749,0.17,0.389,1.263,0.7,152.398,174.695,0.006
Netherlands,2021,841906651136.0,139.684,24.986,42.646,69.77,0.0,1.123,7.878,0.166,0.378,1.24,0.69,155.227,176.843,0.006
Netherlands,2022,879609118720.0,127.241,24.291,43.644,57.088,0.0,1.096,7.107,0.145,0.341,1.192,0.665,142.195,162.94,0.006
New Zealand,2000,104942108672.0,32.241,4.409,16.469,9.488,0.531,0.593,8.358,0.307,0.126,9.421,3.539,39.926,86.713,0.002
New Zealand,2001,107226685440.0,34.379,5.412,16.586,10.448,0.535,0.612,8.834,0.321,0.134,9.444,3.544,42.233,111.581,0.002
New Zealand,2002,112775905280.0,34.542,5.421,17.319,9.864,0.551,0.586,8.742,0.306,0.131,9.514,3.557,42.433,88.47,0.002
New Zealand,2003,118221537280.0,36.243,7.74,18.099,8.528,0.534,0.611,9.01,0.307,0.131,9.367,3.579,43.854,85.697,0.002
New Zealand,2004,123732221952.0,35.837,8.013,18.481,7.259,0.488,0.863,8.775,0.29,0.125,9.257,3.531,43.611,81.222,0.002
New Zealand,2005,127087214592.0,37.425,8.919,18.661,7.57,0.577,0.909,9.051,0.294,0.126,9.164,3.504,45.326,77.893,0.002
New Zealand,2006,130823651328.0,37.33,8.796,18.792,7.555,0.545,0.958,8.926,0.285,0.122,9.185,3.422,45.495,86.762,0.002
New Zealand,2007,136252907520.0,36.409,6.726,18.998,8.261,0.687,1.021,8.621,0.267,0.115,9.023,3.354,44.506,81.318,0.002
New Zealand,2008,135932633088.0,37.506,8.284,18.857,7.812,0.639,1.241,8.801,0.276,0.117,8.706,3.229,45.224,86.826,0.002
New Zealand,2009,136500723712.0,34.617,6.316,18.131,7.458,0.586,1.366,8.043,0.254,0.11,8.718,3.138,42.316,79.776,0.002
New Zealand,2010,139478810624.0,34.808,5.458,18.208,8.382,0.557,1.505,8.006,0.25,0.104,8.677,3.153,42.709,77.929,0.002
New Zealand,2011,142521892864.0,34.262,5.534,18.404,7.626,0.529,1.459,7.818,0.24,0.099,8.63,3.147,42.138,79.011,0.002
New Zealand,2012,146280660992.0,35.941,6.853,18.151,8.343,0.569,1.278,8.147,0.246,0.103,8.626,3.158,43.503,80.771,0.002
New Zealand,2013,149512486912.0,35.238,6.013,18.538,8.373,0.586,1.092,7.912,0.236,0.1,8.413,3.123,42.334,80.733,0.002
New Zealand,2014,154423001088.0,35.435,5.442,18.848,8.602,0.619,1.223,7.834,0.229,0.1,8.388,3.126,42.688,80.282,0.002
New Zealand,2015,160782204928.0,35.802,5.47,19.368,8.305,0.621,1.347,7.759,0.223,0.101,8.008,3.029,42.97,82.412,0.002
New Zealand,2016,167418118144.0,34.146,4.465,19.487,7.894,0.486,1.151,7.242,0.204,0.096,7.884,2.954,41.492,81.357,0.002
New Zealand,2017,174187921408.0,35.685,4.669,20.359,8.518,0.444,1.088,7.415,0.205,0.099,7.69,2.903,43.129,85.891,0.002
New Zealand,2018,181445771264.0,35.703,5.249,20.531,7.899,0.418,0.991,7.285,0.197,0.097,7.556,2.858,43.333,87.608,0.002
New Zealand,2019,187274510336.0,36.732,5.6,20.909,8.24,0.411,0.912,7.362,0.196,0.099,7.315,2.796,44.079,85.998,0.002
New Zealand,2020,184971345920.0,34.023,5.322,19.122,7.847,0.379,0.779,6.711,0.184,0.097,7.081,2.739,41.093,83.783,0.002
New Zealand,2021,196312449024.0,34.323,6.175,19.853,6.702,0.37,0.704,6.72,0.175,0.093,7.022,2.689,41.362,84.509,0.002
New Zealand,2022,200602763264.0,31.61,4.288,19.306,6.14,0.408,0.862,6.16,0.158,0.085,6.932,2.665,38.624,81.191,0.002
Niger,2019,21237508096.0,2.513,0.326,2.026,0.073,0.032,0.056,0.11,0.118,0.007,1.172,0.492,8.056,55.755,0.001
Niger,2020,21991440384.0,2.461,0.356,1.926,0.077,0.032,0.07,0.104,0.112,0.007,1.191,0.499,8.244,55.55,0.001
Niger,2021,22299097088.0,2.713,0.359,2.152,0.073,0.036,0.093,0.111,0.122,0.007,1.202,0.503,8.677,57.521,0.001
Niger,2022,24776755200.0,2.697,0.33,2.19,0.07,0.036,0.071,0.107,0.109,0.007,1.21,0.508,8.815,59.228,0.001
Nigeria,2000,268133056512.0,97.64,0.802,31.538,13.179,1.011,51.11,0.773,0.364,0.383,2.376,0.206,370.74,565.811,0.005
Nigeria,2001,293371707392.0,100.954,0.769,37.204,11.608,0.966,50.407,0.777,0.344,0.393,2.312,0.202,374.715,542.854,0.005
Nigeria,2002,344836472832.0,90.479,0.674,37.573,11.889,0.842,39.501,0.678,0.262,0.344,1.93,0.199,321.278,472.276,0.005
Nigeria,2003,387284205568.0,100.764,0.736,34.205,20.098,0.919,44.806,0.734,0.26,0.364,2.081,0.202,358.952,508.845,0.006
Nigeria,2004,438814834688.0,95.553,0.736,30.848,20.508,0.915,42.545,0.677,0.218,0.334,1.991,0.198,348.33,491.549,0.006
Nigeria,2005,481797603328.0,102.321,0.868,39.793,20.631,1.07,39.958,0.706,0.212,0.346,1.893,0.207,347.27,488.938,0.006
Nigeria,2006,527631745024.0,90.987,1.059,31.979,21.618,1.296,35.036,0.61,0.172,0.297,1.736,0.201,319.769,453.363,0.006
Nigeria,2007,581001478144.0,83.386,1.506,27.261,22.234,1.82,30.565,0.544,0.144,0.264,1.614,0.193,301.3,427.429,0.006
Nigeria,2008,638908039168.0,90.395,3.206,33.5,20.654,3.846,29.189,0.574,0.141,0.282,1.537,0.192,303.626,447.052,0.006
Nigeria,2009,709931171840.0,80.346,3.206,27.254,18.053,3.851,27.981,0.496,0.113,0.255,1.438,0.183,285.913,368.837,0.006
Nigeria,2010,809999400960.0,114.533,3.206,58.743,20.197,3.856,28.531,0.687,0.141,0.343,1.473,0.192,330.314,411.509,0.006
Nigeria,2011,871103791104.0,129.196,3.851,69.442,28.003,4.59,23.31,0.754,0.148,0.374,1.51,0.192,355.111,421.615,0.006
Nigeria,2012,908380667904.0,114.071,5.133,55.858,28.872,6.118,18.09,0.647,0.126,0.326,1.503,0.194,344.237,410.502,0.006
Nigeria,2013,957382656000.0,122.647,6.419,62.251,28.63,7.785,17.561,0.677,0.128,0.347,1.402,0.194,341.309,408.964,0.006
Nigeria,2014,1017790726144.0,129.276,6.419,66.604,32.676,7.75,15.827,0.695,0.127,0.365,1.394,0.191,352.477,420.183,0.006
Nigeria,2015,1044789592064.0,115.831,6.738,54.11,32.448,8.137,14.397,0.607,0.111,0.327,1.357,0.187,338.046,406.755,0.006
Nigeria,2016,1027896705024.0,123.853,7.057,60.54,34.434,8.525,13.297,0.634,0.12,0.35,1.277,0.194,333.276,408.609,0.006
Nigeria,2017,1036180389888.0,118.72,6.097,58.472,32.414,7.362,14.375,0.593,0.115,0.33,1.275,0.195,332.932,414.033,0.006
Nigeria,2018,1056103596032.0,112.612,7.141,48.434,34.339,8.525,14.173,0.549,0.107,0.307,1.267,0.192,331.911,419.458,0.007
Nigeria,2019,1079426875392.0,133.824,7.225,67.993,35.105,8.912,14.588,0.639,0.124,0.361,1.28,0.192,360.813,441.841,0.007
Nigeria,2020,1060059217920.0,129.497,6.236,64.367,35.293,10.075,13.526,0.605,0.122,0.369,1.153,0.187,335.148,414.201,0.007
Nigeria,2021,1098721591296.0,135.07,6.65,66.612,38.113,11.237,12.458,0.618,0.123,0.365,1.093,0.185,332.435,414.174,0.007
Nigeria,2022,1134448607232.0,131.568,6.112,67.714,36.506,11.237,9.999,0.59,0.116,0.353,1.056,0.186,325.756,411.202,0.007
Norway,2000,242751291392.0,42.11,4.322,22.334,11.036,0.89,2.774,9.377,0.173,0.165,5.236,1.067,64.845,72.012,0.001
Norway,2001,255455346688.0,43.498,3.937,23.319,12.125,0.853,2.387,9.637,0.17,0.169,5.354,1.064,66.938,74.094,0.001
Norway,2002,267081351168.0,42.553,3.432,23.311,12.297,0.875,1.922,9.377,0.159,0.162,5.53,1.056,66.954,73.967,0.001
Norway,2003,277856288768.0,43.9,3.283,24.372,13.016,0.904,1.786,9.617,0.158,0.159,5.7,1.074,69.297,76.443,0.001
Norway,2004,297743122432.0,44.236,3.668,24.036,13.589,0.716,1.717,9.634,0.149,0.154,5.722,1.071,69.926,77.042,0.001
Norway,2005,314940751872.0,43.263,3.317,23.631,13.421,0.78,1.59,9.358,0.137,0.146,5.424,1.06,67.777,75.11,0.001
Norway,2006,332457541632.0,43.842,2.746,24.733,13.595,0.805,1.429,9.407,0.132,0.143,5.392,0.989,68.179,75.335,0.001
Norway,2007,352692895744.0,45.588,3.108,24.38,13.915,0.869,2.816,9.681,0.129,0.145,5.389,0.927,69.973,77.454,0.001
Norway,2008,364943671296.0,44.675,3.228,23.611,14.085,0.833,2.351,9.37,0.122,0.139,5.402,0.852,69.175,76.602,0.001
Norway,2009,370113314816.0,43.081,2.321,23.135,14.787,0.842,1.498,8.922,0.116,0.137,5.185,0.772,66.654,74.049,0.001
Norway,2010,383760924672.0,45.621,3.05,24.515,15.04,0.754,1.541,9.331,0.119,0.137,4.97,0.822,68.785,75.98,0.001
Norway,2011,399420063744.0,44.747,3.2,24.293,14.359,0.749,1.527,9.034,0.112,0.13,4.643,0.822,66.635,73.852,0.001
Norway,2012,410276134912.0,44.228,3.173,24.262,14.076,0.725,1.399,8.813,0.108,0.126,4.388,0.817,65.183,72.446,0.001
Norway,2013,414445305856.0,44.516,3.24,24.526,13.902,0.731,1.49,8.763,0.107,0.126,4.222,0.798,64.873,72.562,0.001
Norway,2014,422933725184.0,44.958,3.472,24.081,14.645,0.727,1.388,8.751,0.106,0.127,4.156,0.796,65.238,73.256,0.001
Norway,2015,430789001216.0,45.494,3.359,23.877,15.506,0.672,1.507,8.766,0.106,0.128,4.29,0.801,66.678,75.015,0.001
Norway,2016,435806535680.0,44.678,3.477,23.364,15.142,0.684,1.455,8.533,0.103,0.126,4.245,0.79,65.742,74.205,0.001
Norway,2017,446543691776.0,44.165,3.579,22.706,15.486,0.766,1.098,8.37,0.099,0.123,4.296,0.782,65.664,74.572,0.001
Norway,2018,450245230592.0,44.405,3.461,23.311,15.311,0.73,1.041,8.36,0.099,0.121,4.161,0.775,65.362,74.246,0.001
Norway,2019,455304839168.0,42.793,3.479,22.045,15.031,0.722,0.951,8.002,0.094,0.115,3.912,0.774,62.612,71.832,0.001
Norway,2020,449485275136.0,41.231,3.535,21.305,14.302,0.725,0.827,7.665,0.092,0.117,4.062,0.768,61.966,71.16,0.001
Norway,2021,467007995904.0,41.028,3.636,22.054,13.387,0.699,0.722,7.586,0.088,0.111,4.156,0.785,62.466,72.23,0.001
Norway,2022,482328444928.0,40.808,3.677,22.15,12.915,0.71,0.788,7.478,0.085,0.109,4.182,0.755,62.459,72.43,0.001
Oman,2000,58124189696.0,23.89,0.0,8.163,11.029,0.479,4.22,10.468,0.411,0.094,11.356,0.27,49.455,50.464,0.0
Oman,2001,64949141504.0,22.404,0.0,5.251,12.134,0.519,4.5,9.698,0.345,0.087,12.535,0.283,51.01,52.037,0.0
Oman,2002,68131999744.0,26.842,0.0,6.226,15.314,0.631,4.67,11.485,0.394,0.102,12.867,0.285,56.571,57.571,0.0
Oman,2003,69978415104.0,34.356,0.0,11.12,16.818,0.909,5.509,14.534,0.491,0.124,14.329,0.286,67.867,68.866,0.0
Oman,2004,74745446400.0,29.024,0.001,7.504,15.37,0.933,5.216,12.069,0.388,0.101,13.609,0.295,61.383,62.387,0.0
Oman,2005,80936607744.0,31.601,0.004,6.87,18.892,0.936,4.899,12.847,0.39,0.107,13.194,0.297,63.629,64.71,0.0
Oman,2006,90553434112.0,40.167,0.0,14.029,20.625,1.275,4.238,15.972,0.444,0.131,12.393,0.309,70.928,72.057,0.0
Oman,2007,100681195520.0,45.071,0.003,18.148,21.717,1.405,3.799,17.536,0.448,0.143,11.512,0.323,74.285,75.456,0.0
Oman,2008,115217932288.0,47.19,0.009,13.275,28.689,1.429,3.789,17.967,0.41,0.147,11.335,0.327,76.579,77.844,0.0
Oman,2009,127016648704.0,44.278,0.025,10.53,28.729,1.438,3.555,16.493,0.349,0.14,10.979,0.319,73.359,74.606,0.0
Oman,2010,135198277632.0,51.178,0.029,12.109,34.106,1.613,3.321,18.56,0.379,0.153,10.824,0.331,80.636,81.966,0.0
Oman,2011,132756537344.0,57.011,0.027,12.45,39.117,1.769,3.647,18.53,0.429,0.165,10.132,0.314,87.823,89.151,0.0
Oman,2012,144522756096.0,62.728,0.014,14.983,41.637,2.121,3.973,17.684,0.434,0.179,9.196,0.289,95.017,96.364,0.0
Oman,2013,152076959744.0,65.272,0.021,13.168,45.635,2.02,4.428,17.025,0.429,0.185,9.013,0.301,99.335,100.98,0.0
Oman,2014,154041794560.0,65.911,0.015,14.275,44.965,1.781,4.876,16.468,0.428,0.186,8.602,0.293,99.865,101.641,0.0
Oman,2015,161770061824.0,67.59,0.214,12.702,48.249,1.851,4.574,16.151,0.418,0.191,8.599,0.287,103.095,104.897,0.0
Oman,2016,169932980224.0,65.925,0.186,10.94,48.252,1.991,4.556,15.014,0.388,0.186,8.454,0.278,102.552,104.522,0.0
Oman,2017,170449567744.0,66.242,0.166,11.992,47.496,1.697,4.89,14.599,0.389,0.184,8.125,0.273,102.602,104.608,0.001
Oman,2018,172643270656.0,70.376,0.111,12.59,51.296,1.876,4.504,15.306,0.408,0.192,8.371,0.278,108.354,110.354,0.001
Oman,2019,170692378624.0,71.725,0.191,12.315,52.344,1.928,4.947,15.622,0.42,0.193,8.428,0.282,109.89,111.888,0.001
Oman,2020,165230247936.0,68.625,0.329,10.061,51.328,2.176,4.732,15.174,0.415,0.195,8.455,0.283,106.281,108.391,0.001
Oman,2021,170025222144.0,75.116,0.165,11.137,56.909,2.253,4.653,16.691,0.442,0.203,8.922,0.296,114.704,116.852,0.001
Oman,2022,177355014144.0,76.606,0.024,12.412,58.022,2.253,3.895,16.195,0.432,0.205,9.062,0.291,118.913,121.106,0.001
Pakistan,2000,459798511616.0,103.94,8.189,55.392,36.369,3.989,0.0,0.671,0.226,0.407,0.856,0.241,159.523,286.081,0.002
Pakistan,2001,477964435456.0,105.401,8.042,55.088,37.856,4.414,0.0,0.662,0.221,0.41,0.84,0.237,161.46,285.48,0.002
Pakistan,2002,504824725504.0,112.9,10.076,53.659,44.77,4.395,0.0,0.692,0.224,0.43,0.848,0.237,171.269,298.029,0.002
Pakistan,2003,543920291840.0,117.462,13.165,44.213,54.912,5.171,0.0,0.703,0.216,0.425,0.865,0.238,179.029,303.111,0.002
Pakistan,2004,592025747456.0,129.796,17.078,46.335,60.778,5.604,0.0,0.758,0.219,0.453,0.869,0.241,193.699,318.79,0.002
Pakistan,2005,641139015680.0,133.645,15.147,48.363,63.495,6.639,0.0,0.762,0.208,0.451,0.872,0.248,199.328,330.999,0.002
Pakistan,2006,685965639680.0,144.053,18.191,54.219,63.756,7.887,0.0,0.802,0.21,0.47,0.899,0.251,211.75,349.868,0.002
Pakistan,2007,719253733376.0,157.678,25.384,57.877,64.952,9.465,0.0,0.855,0.219,0.5,0.893,0.247,226.593,362.934,0.002
Pakistan,2008,746912743424.0,155.149,20.137,58.928,65.754,10.33,0.0,0.819,0.208,0.484,0.897,0.248,224.15,367.858,0.002
Pakistan,2009,774880624640.0,155.521,18.613,58.309,66.989,11.611,0.0,0.8,0.201,0.493,0.894,0.262,225.795,376.462,0.002
Pakistan,2010,805491507200.0,154.202,17.719,62.145,63.123,11.214,0.0,0.774,0.191,0.462,0.873,0.252,225.738,384.827,0.002
Pakistan,2011,845096878080.0,154.801,17.316,60.504,65.959,11.022,0.0,0.76,0.183,0.449,0.882,0.251,226.085,393.266,0.002
Pakistan,2012,878485045248.0,154.768,14.579,63.618,64.179,11.391,1.002,0.745,0.176,0.442,0.884,0.239,227.456,397.211,0.002
Pakistan,2013,918328573952.0,151.847,13.985,61.041,63.719,11.962,1.141,0.719,0.165,0.43,0.902,0.25,226.212,400.419,0.003
Pakistan,2014,961516797952.0,156.705,19.02,60.423,64.201,12.198,0.864,0.731,0.163,0.442,0.914,0.248,232.791,409.247,0.003
Pakistan,2015,1010825297920.0,150.59,18.206,54.377,64.406,12.704,0.896,0.693,0.149,0.425,0.917,0.249,227.165,419.036,0.003
Pakistan,2016,1061146787840.0,178.032,24.233,74.334,64.522,14.128,0.815,0.809,0.168,0.503,0.926,0.259,255.86,450.794,0.003
Pakistan,2017,1117267165184.0,218.361,41.29,83.719,77.919,14.752,0.682,0.978,0.195,0.607,0.934,0.277,297.876,496.97,0.003
Pakistan,2018,1165406502912.0,210.348,47.12,67.023,80.049,15.581,0.575,0.927,0.18,0.573,0.953,0.278,294.261,495.662,0.003
Pakistan,2019,1172330119168.0,207.622,50.529,61.91,79.284,15.437,0.463,0.9,0.177,0.56,0.956,0.288,292.784,499.774,0.003
Pakistan,2020,1202026446848.0,230.754,61.814,80.284,70.557,17.645,0.454,0.982,0.192,0.657,0.965,0.29,316.598,530.558,0.003
Pakistan,2021,1278204968960.0,247.901,63.31,95.169,70.36,18.621,0.442,1.035,0.194,0.67,0.974,0.295,335.747,556.013,0.003
Pakistan,2022,1318834929664.0,223.834,56.305,90.286,59.875,16.917,0.452,0.918,0.17,0.6,0.964,0.297,310.393,534.287,0.003
Panama,2018,86820962304.0,9.503,0.579,7.754,0.535,0.636,0.0,2.28,0.109,0.026,1.108,0.298,11.727,20.297,0.001
Panama,2019,89670320128.0,13.128,2.382,8.552,1.663,0.531,0.0,3.1,0.146,0.035,1.083,0.301,15.434,24.294,0.001
Panama,2020,73827065856.0,7.25,2.561,3.499,0.898,0.292,0.0,1.689,0.098,0.021,1.076,0.299,9.534,19.281,0.001
Panama,2021,85518147584.0,10.541,2.382,6.771,1.07,0.318,0.0,2.426,0.123,0.028,1.072,0.31,12.886,21.891,0.001
Panama,2022,94762123264.0,11.356,1.649,6.978,2.41,0.318,0.0,2.58,0.12,0.03,1.066,0.307,13.751,22.685,0.001
Peru,2000,128561594368.0,28.678,1.971,23.167,1.396,1.778,0.366,1.078,0.223,0.112,1.113,0.304,43.531,154.18,0.002
Peru,2001,130005016576.0,25.416,2.059,20.185,1.048,1.806,0.318,0.943,0.195,0.099,1.099,0.27,39.401,148.581,0.003
Peru,2002,137911091200.0,25.439,2.796,19.364,1.147,1.827,0.305,0.932,0.184,0.097,1.108,0.274,39.575,140.791,0.003
Peru,2003,144583671808.0,24.676,2.766,18.445,1.268,1.845,0.352,0.895,0.171,0.089,1.119,0.274,39.246,190.275,0.003
Peru,2004,152840585216.0,28.334,3.25,20.698,1.982,2.132,0.272,1.017,0.185,0.099,1.102,0.274,42.974,158.185,0.003
Peru,2005,163489480704.0,30.321,3.419,20.953,3.346,2.376,0.228,1.079,0.185,0.102,1.144,0.273,45.375,153.422,0.003
Peru,2006,176775282688.0,28.197,2.869,18.727,3.829,2.612,0.161,0.996,0.16,0.092,1.137,0.275,43.406,147.611,0.003
Peru,2007,192942637056.0,34.306,3.605,22.501,5.346,2.73,0.124,1.202,0.178,0.109,1.158,0.286,50.074,151.614,0.003
Peru,2008,211009683456.0,35.299,3.389,21.423,7.431,2.939,0.116,1.229,0.167,0.11,1.115,0.281,49.758,142.187,0.003
Peru,2009,212830486528.0,39.511,3.056,23.664,9.386,3.33,0.075,1.367,0.186,0.125,1.144,0.296,54.64,148.167,0.003
Peru,2010,230353256448.0,42.505,3.301,23.193,12.579,3.338,0.094,1.461,0.185,0.127,1.196,0.291,59.345,150.714,0.003
Peru,2011,244711915520.0,42.173,3.129,23.911,11.666,3.3,0.167,1.439,0.172,0.122,1.255,0.294,61.05,156.816,0.003
Peru,2012,259737239552.0,45.509,2.898,25.696,12.945,3.731,0.239,1.54,0.175,0.13,1.246,0.292,64.753,151.375,0.003
Peru,2013,274939641856.0,43.024,3.371,23.274,11.864,4.257,0.258,1.443,0.156,0.122,1.25,0.292,62.709,144.141,0.003
Peru,2014,281488719872.0,49.388,3.048,24.849,16.532,4.59,0.369,1.64,0.175,0.139,1.259,0.287,69.577,148.438,0.003
Peru,2015,290642722816.0,49.228,3.089,24.994,16.245,4.476,0.425,1.616,0.169,0.139,1.239,0.292,69.291,132.746,0.003
Peru,2016,302131838976.0,52.733,3.213,27.861,17.089,4.34,0.23,1.708,0.175,0.149,1.243,0.291,73.574,138.855,0.003
Peru,2017,309742534656.0,54.859,2.81,33.124,14.457,4.291,0.177,1.751,0.177,0.152,1.208,0.293,75.111,144.304,0.003
Peru,2018,322061008896.0,55.848,2.506,33.891,14.95,4.32,0.181,1.751,0.173,0.152,1.194,0.276,76.181,141.992,0.003
Peru,2019,329252601856.0,58.365,2.572,35.457,15.678,4.546,0.112,1.799,0.177,0.157,1.186,0.289,79.198,140.648,0.003
Peru,2020,292988747776.0,46.925,1.832,27.834,13.173,3.93,0.156,1.429,0.16,0.134,1.159,0.279,67.126,130.572,0.003
Peru,2021,332691636224.0,52.017,1.865,27.297,17.207,5.527,0.121,1.569,0.156,0.141,1.156,0.287,72.283,134.421,0.003
Peru,2022,341677637632.0,54.793,2.016,28.191,18.912,5.527,0.148,1.637,0.16,0.147,1.183,0.289,76.415,137.703,0.004
Philippines,2000,327247659008.0,71.902,15.848,50.969,0.018,5.059,0.009,0.903,0.22,0.282,0.882,0.134,96.282,179.038,0.006
Philippines,2001,339580387328.0,70.143,16.184,50.054,0.26,3.623,0.022,0.862,0.207,0.273,0.872,0.133,94.863,175.883,0.006
Philippines,2002,354896576512.0,70.069,14.103,47.038,3.265,5.553,0.11,0.844,0.197,0.267,0.874,0.128,96.24,198.544,0.006
Philippines,2003,375676502016.0,70.107,14.678,45.023,4.976,5.359,0.072,0.827,0.187,0.253,0.863,0.135,96.979,224.886,0.006
Philippines,2004,404092190720.0,72.663,15.953,46.5,4.76,5.416,0.035,0.841,0.18,0.254,0.866,0.139,99.994,199.122,0.006
Philippines,2005,426864115712.0,73.16,18.631,41.975,6.302,6.221,0.031,0.831,0.171,0.247,0.855,0.132,101.506,237.062,0.006
Philippines,2006,452834623488.0,66.279,17.509,38.649,5.21,4.88,0.03,0.74,0.146,0.216,0.851,0.123,94.741,234.461,0.006
Philippines,2007,486739181568.0,70.444,21.537,36.64,7.079,5.155,0.033,0.773,0.145,0.223,0.864,0.127,100.35,253.943,0.006
Philippines,2008,511142166528.0,76.979,25.106,39.227,7.449,5.168,0.03,0.83,0.151,0.24,0.873,0.118,107.553,243.83,0.006
Philippines,2009,521163669504.0,75.91,23.963,38.655,7.504,5.67,0.118,0.804,0.146,0.241,0.881,0.118,107.895,226.872,0.006
Philippines,2010,565514797056.0,82.598,27.768,41.596,7.068,6.056,0.111,0.857,0.146,0.248,0.858,0.126,115.994,255.933,0.006
Philippines,2011,590943092736.0,83.41,30.521,38.981,7.628,6.114,0.166,0.849,0.141,0.242,0.864,0.117,117.948,261.318,0.006
Philippines,2012,631700455424.0,88.119,31.933,41.434,7.314,7.218,0.22,0.88,0.139,0.252,0.851,0.113,121.978,244.73,0.006
Philippines,2013,674346565632.0,95.519,39.509,41.315,6.738,7.715,0.242,0.936,0.142,0.271,0.853,0.115,130.948,249.42,0.007
Philippines,2014,717154025472.0,100.784,42.032,43.212,7.086,8.155,0.3,0.971,0.141,0.284,0.84,0.118,136.509,249.166,0.007
Philippines,2015,762679001088.0,111.852,45.822,49.86,6.661,9.206,0.303,1.062,0.147,0.316,0.826,0.114,148.289,250.603,0.007
Philippines,2016,817202921472.0,120.987,50.683,53.548,7.632,8.804,0.321,1.134,0.148,0.342,0.83,0.119,159.832,257.657,0.007
Philippines,2017,873843261440.0,134.447,60.929,55.788,7.53,9.952,0.248,1.243,0.154,0.374,0.85,0.127,174.4,270.508,0.007
Philippines,2018,929253621760.0,140.785,64.171,57.4,8.405,10.603,0.205,1.286,0.152,0.383,0.845,0.12,181.455,270.539,0.007
Philippines,2019,986114686976.0,143.526,68.894,55.407,8.464,10.603,0.158,1.295,0.146,0.387,0.836,0.123,185.827,272.291,0.007
Philippines,2020,892256256000.0,132.232,69.303,46.301,7.676,8.804,0.149,1.18,0.148,0.376,0.831,0.122,174.184,260.807,0.007
Philippines,2021,943141683200.0,141.174,74.707,49.388,6.581,10.335,0.163,1.248,0.15,0.382,0.836,0.12,184.379,269.456,0.007
Philippines,2022,1014811000832.0,144.898,75.345,52.925,6.158,10.335,0.135,1.271,0.143,0.389,0.836,0.123,188.924,275.263,0.007
Poland,2000,488207646720.0,317.452,228.827,52.567,21.839,6.114,3.383,8.298,0.65,1.244,1.934,0.675,382.864,399.413,0.01
Poland,2001,499086622720.0,313.501,226.152,52.417,22.636,4.957,2.871,8.197,0.628,1.22,1.864,0.679,377.28,386.806,0.01
Poland,2002,514089680896.0,306.123,219.897,51.675,22.423,4.67,3.012,8.008,0.595,1.165,1.815,0.67,367.651,372.164,0.01
Poland,2003,537330319360.0,318.951,226.406,54.949,24.834,4.566,3.565,8.349,0.594,1.153,1.722,0.687,377.647,385.716,0.011
Poland,2004,570430062592.0,323.796,226.424,58.178,26.565,5.07,2.714,8.484,0.568,1.131,1.673,0.69,381.275,382.709,0.011
Poland,2005,595958562816.0,322.768,222.638,59.787,27.404,5.057,3.387,8.466,0.542,1.09,1.669,0.712,380.0,387.102,0.011
Poland,2006,638713856000.0,336.577,232.308,62.283,27.634,5.984,3.976,8.841,0.527,1.099,1.668,0.716,393.202,392.849,0.011
Poland,2007,690249990144.0,335.924,227.707,65.201,27.914,7.05,3.611,8.835,0.487,1.065,1.594,0.735,389.616,397.877,0.011
Poland,2008,726319169536.0,329.566,220.472,66.31,28.135,6.693,3.576,8.674,0.454,1.028,1.535,0.722,381.136,386.961,0.011
Poland,2009,760579620864.0,316.043,209.074,67.101,27.274,5.757,2.872,8.316,0.416,1.002,1.429,0.701,363.711,356.651,0.011
Poland,2010,795619885056.0,334.222,220.927,70.168,29.135,6.221,3.489,8.773,0.42,1.002,1.435,0.721,382.441,388.651,0.012
Poland,2011,843236900864.0,333.601,218.379,69.794,29.325,7.379,4.022,8.731,0.396,0.967,1.396,0.712,380.778,379.098,0.012
Poland,2012,856266768384.0,325.956,214.04,66.491,30.559,6.384,4.212,8.522,0.381,0.931,1.438,0.726,375.269,371.665,0.012
Poland,2013,863601164288.0,321.927,214.314,61.851,30.808,5.874,4.802,8.414,0.373,0.912,1.394,0.709,369.467,368.219,0.012
Poland,2014,896737148928.0,309.596,202.997,61.562,29.468,6.456,4.702,8.091,0.345,0.873,1.299,0.701,353.428,350.966,0.012
Poland,2015,936043806720.0,312.756,201.647,65.002,30.634,6.342,4.747,8.173,0.334,0.883,1.273,0.706,355.634,353.246,0.012
Poland,2016,963689906176.0,323.555,202.099,73.151,32.42,6.53,4.554,8.456,0.336,0.914,1.258,0.725,366.17,368.233,0.012
