country,year,gdp,co2,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,co2_per_capita,co2_per_gdp,share_global_co2,methane_per_capita,nitrous_oxide_per_capita,total_ghg_excluding_lucf,total_ghg,temperature_change_from_co2
Luxembourg,2006,26045644800.0,11.909,0.47,7.998,2.958,0.415,0.0,25.184,0.457,0.039,1.251,0.754,12.237,12.945,0.0
Luxembourg,2007,28135948288.0,11.305,0.408,7.686,2.731,0.41,0.0,23.538,0.402,0.036,1.259,0.728,11.625,12.334,0.0
Luxembourg,2008,27660466176.0,11.169,0.356,7.768,2.594,0.382,0.0,22.841,0.404,0.035,1.234,0.724,11.481,12.15,0.0
Luxembourg,2009,26344603648.0,10.625,0.339,7.202,2.659,0.358,0.0,21.327,0.403,0.034,1.213,0.69,10.924,11.607,0.0
Luxembourg,2010,27526699008.0,11.195,0.326,7.586,2.842,0.371,0.0,22.062,0.407,0.034,1.248,0.692,11.521,12.226,0.0
Luxembourg,2011,28143126528.0,11.097,0.315,7.859,2.464,0.389,0.0,21.399,0.394,0.032,1.155,0.678,11.4,12.097,0.0
Luxembourg,2012,28607410176.0,10.866,0.286,7.632,2.5,0.381,0.0,20.466,0.38,0.031,1.09,0.643,11.153,11.838,0.0
Luxembourg,2013,29514811392.0,10.334,0.276,7.518,2.115,0.372,0.0,19.018,0.35,0.029,1.081,0.627,10.612,11.333,0.0
Luxembourg,2014,30289014784.0,9.816,0.277,7.1,2.006,0.36,0.0,17.646,0.324,0.028,1.062,0.601,10.085,10.796,0.0
Luxembourg,2015,30976491520.0,9.345,0.288,6.823,1.83,0.329,0.0,16.408,0.302,0.026,1.0,0.577,9.576,10.278,0.0
Luxembourg,2016,32518553600.0,9.09,0.294,6.688,1.682,0.351,0.0,15.579,0.28,0.026,1.015,0.565,9.333,10.068,0.0
Luxembourg,2017,32946911232.0,9.263,0.283,6.878,1.657,0.371,0.0,15.529,0.281,0.026,0.999,0.553,9.502,10.242,0.0
Luxembourg,2018,33348603904.0,9.567,0.267,7.247,1.609,0.369,0.0,15.733,0.287,0.026,0.969,0.528,9.82,10.517,0.0
Luxembourg,2019,34122293248.0,9.762,0.274,7.409,1.608,0.395,0.0,15.741,0.286,0.026,0.95,0.524,10.016,10.738,0.0
Luxembourg,2020,33850189824.0,8.075,0.237,5.907,1.469,0.399,0.0,12.805,0.239,0.023,0.889,0.48,8.287,9.013,0.0
Luxembourg,2021,35577397248.0,8.421,0.249,6.19,1.589,0.351,0.0,13.151,0.237,0.023,0.863,0.483,8.634,9.356,0.0
Luxembourg,2022,36128358400.0,7.277,0.237,5.41,1.249,0.369,0.0,11.138,0.201,0.02,0.841,0.46,7.479,8.188,0.0
Malaysia,2000,305803231232.0,122.878,7.874,56.153,49.671,6.588,2.592,5.35,0.402,0.482,1.963,0.269,164.813,237.723,0.005
Malaysia,2001,309934489600.0,130.89,9.93,63.481,48.582,6.327,2.57,5.564,0.422,0.509,1.921,0.256,172.842,273.839,0.005
Malaysia,2002,329700343808.0,132.035,12.546,60.705,49.024,7.146,2.615,5.478,0.4,0.502,1.931,0.28,175.506,274.638,0.005
Malaysia,2003,350966710272.0,153.384,18.214,62.222,61.881,7.731,3.336,6.215,0.437,0.554,2.048,0.305,200.916,304.425,0.005
Malaysia,2004,377079431168.0,169.678,31.719,67.615,59.218,7.775,3.351,6.718,0.45,0.593,2.134,0.326,220.621,306.925,0.005
Malaysia,2005,399781036032.0,169.967,26.11,68.799,64.08,7.616,3.363,6.579,0.425,0.574,2.181,0.331,223.414,305.244,0.005
Malaysia,2006,426608951296.0,170.166,26.626,62.325,69.546,8.136,3.533,6.441,0.399,0.556,2.155,0.321,224.331,315.541,0.006
Malaysia,2007,458125836288.0,175.451,29.934,68.827,65.438,7.872,3.38,6.499,0.383,0.556,2.102,0.326,229.324,333.424,0.006
Malaysia,2008,485245091840.0,192.847,38.037,70.211,72.633,8.416,3.551,6.995,0.397,0.601,2.133,0.341,248.975,358.694,0.006
Malaysia,2009,483081289728.0,192.119,46.591,68.612,65.443,7.93,3.543,6.831,0.398,0.609,2.03,0.294,246.573,384.262,0.006
Malaysia,2010,525056606208.0,199.346,55.337,73.375,60.808,7.059,2.767,6.957,0.38,0.598,1.892,0.34,251.204,409.809,0.006
Malaysia,2011,557469663232.0,203.452,55.544,71.753,64.784,7.766,3.605,6.977,0.365,0.59,1.853,0.339,255.162,451.691,0.006
Malaysia,2012,587985584128.0,212.99,59.87,74.277,66.289,8.111,4.443,7.18,0.362,0.609,1.82,0.339,264.689,456.747,0.006
Malaysia,2013,615585611776.0,241.671,57.989,87.213,82.274,8.793,5.402,8.009,0.393,0.685,1.878,0.311,296.237,473.274,0.007
Malaysia,2014,652563841024.0,245.05,57.866,88.718,82.562,9.468,6.435,7.983,0.376,0.691,1.866,0.321,300.671,572.301,0.007
Malaysia,2015,685237665792.0,235.938,66.751,76.189,77.211,8.673,7.114,7.554,0.344,0.666,1.86,0.305,292.077,469.119,0.007
Malaysia,2016,715730780160.0,237.294,71.521,77.292,73.525,9.126,5.829,7.464,0.332,0.67,1.85,0.295,294.11,435.536,0.007
Malaysia,2017,757336178688.0,244.457,78.957,80.88,70.427,8.776,5.418,7.555,0.323,0.679,1.808,0.283,301.048,411.639,0.007
Malaysia,2018,794013990912.0,262.643,84.586,80.676,84.26,9.064,4.057,7.98,0.331,0.715,1.822,0.261,320.746,412.981,0.008
Malaysia,2019,829053861888.0,279.842,80.135,96.924,89.764,9.121,3.898,8.368,0.338,0.754,1.82,0.241,339.052,412.759,0.008
Malaysia,2020,783174008832.0,263.199,94.07,69.539,83.744,11.292,4.555,7.766,0.336,0.749,1.71,0.247,319.589,391.517,0.008
Malaysia,2021,807389757440.0,273.152,86.461,73.878,97.599,11.308,3.907,7.968,0.338,0.738,1.735,0.268,331.125,399.103,0.008
Malaysia,2022,877584187392.0,285.448,85.389,87.06,98.726,11.247,3.026,8.227,0.325,0.765,1.769,0.271,345.534,414.272,0.008
Malta,2000,7963752448.0,2.468,0.0,2.468,0.0,0.0,0.0,6.172,0.31,0.01,0.428,0.152,2.578,2.632,0.0
Malta,2001,8019471360.0,2.737,0.0,2.736,0.0,0.0,0.0,6.794,0.341,0.011,0.431,0.159,2.852,2.942,0.0
Malta,2002,8259627008.0,2.747,0.0,2.747,0.0,0.0,0.0,6.774,0.333,0.01,0.434,0.147,2.863,2.957,0.0
Malta,2003,8473515008.0,2.961,0.0,2.96,0.0,0.0,0.0,7.253,0.349,0.011,0.441,0.154,3.084,3.156,0.0
Malta,2004,8512522752.0,2.849,0.0,2.848,0.0,0.0,0.0,6.935,0.335,0.01,0.432,0.15,2.974,3.027,0.0
Malta,2005,8839848960.0,2.65,0.0,2.649,0.0,0.0,0.0,6.411,0.3,0.009,0.471,0.158,2.789,2.846,0.0
Malta,2006,9004655616.0,2.655,0.0,2.655,0.0,0.0,0.0,6.391,0.295,0.009,0.504,0.158,2.81,2.867,0.0
Malta,2007,9368888320.0,2.728,0.0,2.727,0.0,0.0,0.0,6.538,0.291,0.009,0.524,0.153,2.892,2.947,0.0
Malta,2008,9685986304.0,2.721,0.0,2.721,0.0,0.0,0.0,6.495,0.281,0.008,0.543,0.15,2.893,2.983,0.0
Malta,2009,9450778624.0,2.561,0.0,2.56,0.0,0.0,0.0,6.085,0.271,0.008,0.553,0.135,2.746,2.857,0.0
Malta,2010,9788869632.0,2.619,0.0,2.618,0.0,0.0,0.0,6.197,0.268,0.008,0.566,0.137,2.816,2.917,0.0
Malta,2011,9930574848.0,2.608,0.0,2.607,0.0,0.0,0.0,6.142,0.263,0.008,0.597,0.129,2.827,2.917,0.0
Malta,2012,10339580928.0,2.749,0.0,2.747,0.0,0.0,0.0,6.443,0.266,0.008,0.385,0.131,2.878,2.972,0.0
Malta,2013,10905470976.0,2.429,0.0,2.426,0.0,0.0,0.0,5.67,0.223,0.007,0.377,0.124,2.553,2.62,0.0
Malta,2014,11737899008.0,2.417,0.0,2.414,0.0,0.0,0.0,5.563,0.206,0.007,0.373,0.123,2.542,2.604,0.0
Malta,2015,12865696768.0,1.699,0.0,1.697,0.0,0.0,0.0,3.819,0.132,0.005,0.388,0.11,1.832,1.893,0.0
Malta,2016,13300698112.0,1.376,0.0,1.374,0.0,0.0,0.0,3.021,0.103,0.004,0.396,0.102,1.516,1.571,0.0
Malta,2017,14746505216.0,1.537,0.0,0.984,0.552,0.0,0.0,3.285,0.104,0.004,0.391,0.099,1.683,1.734,0.0
Malta,2018,15659758592.0,1.547,0.0,0.866,0.681,0.0,0.0,3.193,0.099,0.004,0.364,0.095,1.686,1.737,0.0
Malta,2019,16757308416.0,1.649,0.0,0.94,0.708,0.0,0.0,3.271,0.098,0.004,0.358,0.093,1.794,1.831,0.0
Malta,2020,15314071552.0,1.6,0.0,0.863,0.736,0.0,0.0,3.088,0.105,0.005,0.344,0.088,1.74,1.776,0.0
Malta,2021,17122043904.0,1.611,0.0,0.872,0.739,0.0,0.0,3.072,0.094,0.004,0.341,0.086,1.751,1.785,0.0
Malta,2022,18295134208.0,1.774,0.0,1.026,0.747,0.0,0.0,3.358,0.097,0.005,0.34,0.087,1.916,1.948,0.0
Mexico,2000,1241194692608.0,391.439,26.7,263.874,81.202,14.281,5.383,3.969,0.315,1.534,1.582,0.76,534.396,700.851,0.009
Mexico,2001,1251502718976.0,407.485,30.638,275.577,82.887,13.813,4.57,4.071,0.326,1.585,1.545,0.779,551.626,706.851,0.009
Mexico,2002,1275457961984.0,410.301,34.701,265.359,92.171,14.343,3.727,4.04,0.322,1.561,1.533,0.778,556.476,707.887,0.009
Mexico,2003,1306677477376.0,435.969,42.458,273.195,101.903,14.439,3.973,4.234,0.334,1.576,1.555,0.801,589.401,737.304,0.009
Mexico,2004,1373060333568.0,438.588,37.882,276.736,105.647,15.135,3.189,4.201,0.319,1.532,1.53,0.801,594.382,733.888,0.01
Mexico,2005,1427140378624.0,463.432,46.808,291.123,105.516,16.462,3.524,4.38,0.325,1.565,1.533,0.829,623.957,760.861,0.01
Mexico,2006,1510732333056.0,474.519,50.288,284.689,117.937,17.593,4.012,4.424,0.314,1.549,1.557,0.825,641.395,779.744,0.01
Mexico,2007,1572479303680.0,473.595,45.84,286.649,117.274,18.82,5.012,4.354,0.301,1.502,1.555,0.852,645.404,773.291,0.01
Mexico,2008,1607479066624.0,472.981,40.784,288.397,118.567,18.512,6.721,4.285,0.294,1.475,1.566,0.862,651.296,774.599,0.011
Mexico,2009,1543820935168.0,460.294,40.813,272.741,123.433,17.739,5.568,4.11,0.298,1.459,1.529,0.903,641.568,760.482,0.011
Mexico,2010,1638271418368.0,456.409,51.054,259.679,124.122,16.857,4.697,4.017,0.279,1.368,1.505,0.893,637.062,757.928,0.011
Mexico,2011,1716088340480.0,483.302,56.041,272.512,130.707,17.668,6.374,4.194,0.282,1.401,1.511,0.906,666.772,787.249,0.011
Mexico,2012,1774999961600.0,501.489,49.223,290.158,135.727,18.331,8.05,4.293,0.283,1.433,1.466,0.892,684.732,803.87,0.011
Mexico,2013,1803059331072.0,495.415,49.977,277.695,142.277,17.367,8.1,4.186,0.275,1.403,1.461,0.891,679.546,798.163,0.012
Mexico,2014,1854551097344.0,484.045,48.944,269.275,138.503,18.19,9.133,4.041,0.261,1.365,1.437,0.876,666.475,785.218,0.012
Mexico,2015,1916008792064.0,479.434,44.114,258.874,147.977,19.074,9.394,3.96,0.25,1.354,1.421,0.856,660.924,774.545,0.012
Mexico,2016,1961906667520.0,478.828,47.621,251.592,151.455,19.637,8.522,3.917,0.244,1.352,1.408,0.871,659.829,750.356,0.012
Mexico,2017,2007719477248.0,464.406,48.53,245.84,143.251,19.662,7.123,3.763,0.231,1.29,1.39,0.865,643.888,738.97,0.013
Mexico,2018,2051539206144.0,468.413,47.313,228.842,165.521,19.376,7.36,3.76,0.228,1.275,1.386,0.851,648.159,737.084,0.013
Mexico,2019,2047701155840.0,468.236,45.268,238.026,157.1,19.411,8.43,3.723,0.229,1.262,1.382,0.845,648.333,779.878,0.013
Mexico,2020,1880176590848.0,428.94,33.705,204.105,160.951,19.338,10.842,3.383,0.228,1.221,1.383,0.876,613.923,728.287,0.013
Mexico,2021,1973140979712.0,446.834,29.22,219.977,165.839,19.561,12.237,3.501,0.226,1.208,1.386,0.889,635.629,737.827,0.013
Mexico,2022,2033437638656.0,465.336,35.958,235.344,164.588,18.79,10.656,3.618,0.229,1.248,1.407,0.903,658.025,757.483,0.014
Moldova,2000,12554043392.0,3.573,0.366,1.282,1.751,0.173,0.0,0.844,0.285,0.014,0.584,0.179,4.688,5.936,0.001
Moldova,2001,13087722496.0,3.787,0.26,1.433,1.92,0.174,0.0,0.904,0.289,0.015,0.558,0.216,4.898,6.433,0.001
Moldova,2002,13857813504.0,4.052,0.278,1.63,1.924,0.219,0.0,0.978,0.292,0.015,0.592,0.203,5.211,6.617,0.001
Moldova,2003,14513550336.0,4.404,0.337,1.766,2.056,0.246,0.0,1.075,0.303,0.016,0.614,0.197,5.6,6.809,0.001
Moldova,2004,15302841344.0,4.613,0.319,1.909,2.103,0.283,0.0,1.14,0.301,0.016,0.596,0.208,5.806,6.872,0.001
Moldova,2005,16157452288.0,4.938,0.286,1.921,2.365,0.365,0.0,1.238,0.306,0.017,0.576,0.206,6.132,7.124,0.001
Moldova,2006,16628252672.0,5.03,0.344,1.869,2.36,0.457,0.0,1.283,0.302,0.016,0.577,0.202,6.24,7.136,0.001
Moldova,2007,16819758080.0,4.979,0.169,1.931,2.176,0.703,0.0,1.293,0.296,0.016,0.577,0.205,6.178,7.083,0.001
Moldova,2008,17815142400.0,5.19,0.326,2.034,2.041,0.79,0.0,1.373,0.291,0.016,0.532,0.215,6.413,7.019,0.001
Moldova,2009,16449234944.0,4.54,0.348,1.975,1.876,0.341,0.0,1.225,0.276,0.014,0.53,0.192,5.736,6.435,0.001
Moldova,2010,17299251200.0,4.831,0.326,2.173,1.982,0.35,0.0,1.33,0.279,0.014,0.599,0.22,6.245,6.947,0.001
Moldova,2011,18145357824.0,4.945,0.333,2.268,1.916,0.427,0.0,1.39,0.273,0.014,0.617,0.242,6.38,7.197,0.001
Moldova,2012,18038302720.0,4.766,0.414,2.085,1.825,0.442,0.0,1.368,0.264,0.014,0.618,0.238,6.206,5.727,0.001
Moldova,2013,19669686272.0,4.899,0.553,2.147,1.722,0.477,0.0,1.437,0.249,0.014,0.624,0.268,6.358,6.141,0.001
Moldova,2014,20653170688.0,4.759,0.366,2.176,1.751,0.465,0.0,1.424,0.23,0.013,0.643,0.289,6.239,6.228,0.001
Moldova,2015,20583362560.0,4.782,0.37,2.288,1.68,0.443,0.0,1.455,0.232,0.014,0.647,0.275,6.273,6.041,0.001
Moldova,2016,21490882560.0,4.904,0.279,2.464,1.727,0.434,0.0,1.515,0.228,0.014,0.658,0.313,6.431,6.276,0.001
Moldova,2017,22393497600.0,5.221,0.403,2.554,1.726,0.538,0.0,1.635,0.233,0.015,0.684,0.331,6.799,6.147,0.001
Moldova,2018,23311636480.0,5.434,0.293,2.669,1.877,0.594,0.0,1.723,0.233,0.015,0.682,0.366,7.021,6.638,0.001
Moldova,2019,24150849536.0,5.495,0.367,2.754,1.734,0.641,0.0,1.765,0.228,0.015,0.653,0.339,7.041,6.586,0.001
Moldova,2020,22146328576.0,5.238,0.286,2.59,1.766,0.595,0.0,1.707,0.236,0.015,0.681,0.317,6.857,6.555,0.001
Moldova,2021,25234640896.0,5.85,0.337,2.895,2.019,0.599,0.0,1.935,0.232,0.016,0.669,0.372,7.491,7.102,0.001
Moldova,2022,23827554304.0,5.79,0.308,2.972,1.911,0.599,0.0,1.905,0.243,0.016,0.65,0.357,7.421,6.892,0.001
Morocco,2000,136639291392.0,33.199,10.028,19.756,0.088,3.326,0.0,1.168,0.243,0.13,0.749,0.226,48.694,59.756,0.001
Morocco,2001,146692866048.0,36.806,12.773,19.87,0.084,4.079,0.0,1.277,0.251,0.143,0.749,0.227,52.684,64.411,0.001
Morocco,2002,151385800704.0,37.306,13.105,19.985,0.084,4.132,0.0,1.278,0.246,0.142,0.749,0.234,53.572,79.996,0.001
Morocco,2003,160559923200.0,36.57,12.234,20.071,0.081,4.184,0.0,1.237,0.228,0.132,0.757,0.232,53.259,65.839,0.001
Morocco,2004,168466890752.0,42.226,13.689,24.043,0.099,4.395,0.0,1.41,0.251,0.147,0.779,0.24,59.861,70.155,0.001
Morocco,2005,174390738944.0,44.661,14.084,25.344,0.868,4.364,0.0,1.471,0.256,0.151,0.78,0.249,62.677,71.805,0.001
Morocco,2006,188101132288.0,46.249,14.699,25.983,1.095,4.472,0.0,1.503,0.246,0.151,0.789,0.257,64.758,74.73,0.001
Morocco,2007,195286745088.0,48.913,15.078,27.588,1.242,5.004,0.0,1.568,0.25,0.155,0.791,0.238,67.948,77.547,0.001
Morocco,2008,207385198592.0,51.369,14.121,30.679,1.114,5.455,0.0,1.625,0.248,0.16,0.791,0.237,70.662,80.622,0.001
Morocco,2009,216763301888.0,50.86,13.168,30.884,1.209,5.598,0.0,1.588,0.235,0.161,0.793,0.232,70.598,81.09,0.001
Morocco,2010,225643839488.0,54.365,13.223,34.478,1.304,5.359,0.0,1.674,0.241,0.163,0.805,0.234,74.684,89.083,0.001
Morocco,2011,238103281664.0,54.868,11.465,36.574,1.638,5.191,0.0,1.667,0.23,0.159,0.822,0.243,75.812,97.301,0.001
Morocco,2012,245270183936.0,56.954,11.462,37.258,2.396,5.838,0.0,1.707,0.232,0.163,0.827,0.228,78.434,98.035,0.001
Morocco,2013,256393199616.0,56.606,11.212,36.973,2.349,6.073,0.0,1.675,0.221,0.16,0.838,0.246,78.687,92.379,0.001
Morocco,2014,263251722240.0,57.175,15.3,34.458,2.246,5.171,0.0,1.672,0.217,0.161,0.839,0.241,79.554,94.73,0.001
Morocco,2015,274689998848.0,58.495,16.843,34.079,2.323,5.25,0.0,1.69,0.213,0.165,0.846,0.25,81.492,114.134,0.001
Morocco,2016,276121124864.0,58.457,16.235,34.654,2.363,5.205,0.0,1.669,0.212,0.165,0.849,0.215,81.899,106.842,0.001
Morocco,2017,290087305216.0,61.104,16.875,36.828,2.345,5.055,0.0,1.724,0.211,0.17,0.856,0.25,85.128,101.94,0.001
Morocco,2018,298981392384.0,62.306,19.518,35.79,2.114,4.884,0.0,1.738,0.208,0.17,0.864,0.245,86.85,95.554,0.001
Morocco,2019,307624968192.0,68.74,25.258,36.481,2.004,4.997,0.0,1.898,0.223,0.185,0.873,0.235,93.866,116.358,0.001
Morocco,2020,285515939840.0,64.564,25.356,33.161,1.557,4.49,0.0,1.765,0.226,0.184,0.873,0.233,90.056,105.236,0.001
Morocco,2021,308157382656.0,70.245,26.592,36.986,1.557,5.11,0.0,1.901,0.228,0.19,0.882,0.248,96.375,109.471,0.001
Morocco,2022,311654973440.0,69.506,26.715,37.25,0.431,5.11,0.0,1.862,0.223,0.186,0.888,0.244,96.125,106.987,0.001
Mozambique,2000,20141920256.0,1.322,0.0,1.213,0.0,0.109,0.0,0.073,0.066,0.005,0.737,0.461,9.144,66.909,0.001
Mozambique,2001,20943673344.0,1.554,0.0,1.444,0.004,0.107,0.0,0.084,0.074,0.006,0.759,0.531,9.996,83.234,0.001
Mozambique,2002,21025372160.0,1.537,0.0,1.337,0.004,0.197,0.0,0.081,0.073,0.006,0.822,0.541,9.941,79.933,0.001
Mozambique,2003,20673806336.0,1.856,0.0,1.612,0.004,0.24,0.0,0.096,0.09,0.007,0.817,0.549,10.94,81.728,0.001
Mozambique,2004,20561725440.0,1.864,0.0,1.638,0.007,0.219,0.0,0.094,0.091,0.007,0.812,0.514,11.587,92.43,0.001
Mozambique,2005,20658229248.0,1.77,0.0,1.436,0.139,0.194,0.0,0.087,0.086,0.006,0.876,0.547,12.283,85.347,0.001
Mozambique,2006,20951969792.0,1.916,0.0,1.517,0.161,0.238,0.0,0.092,0.091,0.006,0.831,0.503,12.621,89.623,0.001
Mozambique,2007,20803536896.0,2.189,0.026,1.836,0.07,0.257,0.0,0.103,0.105,0.007,0.831,0.512,12.505,92.338,0.001
Mozambique,2008,20553357312.0,2.18,0.026,1.751,0.117,0.286,0.0,0.1,0.106,0.007,0.826,0.544,12.556,92.474,0.001
Mozambique,2009,20249939968.0,2.439,0.026,1.964,0.15,0.299,0.0,0.109,0.12,0.008,0.746,0.469,12.544,87.608,0.001
Mozambique,2010,20039610368.0,2.635,0.026,2.114,0.154,0.341,0.0,0.115,0.131,0.008,0.773,0.519,13.415,84.303,0.001
Mozambique,2011,19919626240.0,3.107,0.125,2.426,0.183,0.373,0.0,0.131,0.156,0.009,0.908,0.46,18.089,81.892,0.001
Mozambique,2012,21365393408.0,3.052,0.04,2.313,0.172,0.453,0.074,0.125,0.143,0.009,0.983,0.464,20.131,81.084,0.001
Mozambique,2013,22853275648.0,3.579,0.037,2.675,0.355,0.506,0.006,0.143,0.157,0.01,1.015,0.464,21.708,81.838,0.001
Mozambique,2014,24544192512.0,8.122,0.824,5.364,1.326,0.586,0.021,0.315,0.331,0.023,1.014,0.449,26.881,86.058,0.002
Mozambique,2015,26194296832.0,6.731,0.429,3.937,1.741,0.614,0.009,0.254,0.257,0.019,0.966,0.416,25.674,84.688,0.002
Mozambique,2016,27195969536.0,8.547,0.051,6.008,1.536,0.948,0.004,0.313,0.314,0.024,0.923,0.387,27.611,78.386,0.002
Mozambique,2017,28213366784.0,6.905,0.026,4.335,1.612,0.911,0.022,0.245,0.245,0.019,0.99,0.36,28.69,75.944,0.002
Mozambique,2018,29185036288.0,7.01,0.062,4.388,1.617,0.93,0.013,0.242,0.24,0.019,1.086,0.394,31.28,75.459,0.002
Mozambique,2019,29860673536.0,7.101,0.048,4.276,1.729,1.046,0.002,0.238,0.238,0.019,0.956,0.37,28.829,70.125,0.002
Mozambique,2020,29502646272.0,6.376,0.077,3.554,1.66,1.085,0.0,0.207,0.216,0.018,0.879,0.353,26.609,63.886,0.002
Mozambique,2021,30189463552.0,7.868,0.026,4.877,1.803,1.162,0.0,0.248,0.261,0.021,0.908,0.347,29.74,68.003,0.002
Mozambique,2022,31441725440.0,8.358,0.028,4.413,1.928,1.162,0.826,0.256,0.266,0.022,0.908,0.361,31.194,72.44,0.002
Myanmar,2000,84093542400.0,10.219,1.359,5.91,2.741,0.158,0.051,0.226,0.122,0.04,1.376,0.265,26.206,207.812,0.006
Myanmar,2001,92175089664.0,8.856,1.565,4.869,2.224,0.152,0.046,0.193,0.096,0.034,1.39,0.255,25.075,199.559,0.006
Myanmar,2002,101591498752.0,9.328,1.235,5.544,2.301,0.188,0.061,0.202,0.092,0.035,1.393,0.249,25.836,200.97,0.006
Myanmar,2003,113781432320.0,9.997,0.601,6.051,3.057,0.227,0.06,0.214,0.088,0.036,1.43,0.27,28.151,207.371,0.006
Myanmar,2004,127115616256.0,12.565,0.729,6.41,5.157,0.206,0.063,0.267,0.099,0.044,1.473,0.292,31.838,222.679,0.006
Myanmar,2005,142039105536.0,11.555,0.586,5.252,5.457,0.214,0.045,0.244,0.081,0.039,1.534,0.28,31.171,241.474,0.006
Myanmar,2006,158028611584.0,12.813,0.952,5.454,6.135,0.223,0.049,0.268,0.081,0.042,1.603,0.287,32.634,267.261,0.006
Myanmar,2007,174123352064.0,12.841,0.821,5.564,6.165,0.234,0.058,0.267,0.074,0.041,1.632,0.308,33.698,274.135,0.006
Myanmar,2008,177512923136.0,9.772,0.649,5.163,3.649,0.258,0.053,0.202,0.055,0.03,1.635,0.296,29.786,263.283,0.006
Myanmar,2009,183291527168.0,10.207,0.608,3.866,5.423,0.256,0.055,0.21,0.056,0.032,1.64,0.314,30.476,249.624,0.006
Myanmar,2010,189724147712.0,13.122,1.231,7.493,4.14,0.204,0.053,0.268,0.069,0.039,1.655,0.322,33.854,245.275,0.006
Myanmar,2011,197359091712.0,15.122,1.663,7.665,5.496,0.203,0.094,0.306,0.077,0.044,1.609,0.318,35.755,238.386,0.007
Myanmar,2012,210159812608.0,11.819,1.704,6.057,3.576,0.348,0.134,0.237,0.056,0.034,1.592,0.331,32.786,228.034,0.007
Myanmar,2013,226760327168.0,12.722,1.143,6.789,4.203,0.429,0.158,0.253,0.056,0.036,1.598,0.341,33.872,227.768,0.007
Myanmar,2014,245354659840.0,15.849,1.158,9.226,4.829,0.503,0.134,0.313,0.065,0.045,1.629,0.36,38.461,230.097,0.007
Myanmar,2015,263690043392.0,21.887,0.927,9.625,10.849,0.377,0.108,0.428,0.083,0.062,1.665,0.359,45.586,239.196,0.007
Myanmar,2016,280587272192.0,21.14,1.125,10.893,8.079,0.962,0.082,0.411,0.075,0.06,1.686,0.362,45.375,241.324,0.007
Myanmar,2017,296721055744.0,23.63,1.554,11.454,8.464,2.091,0.068,0.455,0.08,0.066,1.741,0.399,48.343,243.905,0.007
Myanmar,2018,315726036992.0,34.017,3.25,20.888,8.116,1.717,0.045,0.651,0.108,0.093,1.418,0.262,58.156,217.81,0.007
Myanmar,2019,337037557760.0,33.62,3.932,19.718,7.981,1.946,0.043,0.639,0.1,0.091,1.405,0.273,58.321,211.463,0.007
Myanmar,2020,347785658368.0,34.588,4.324,19.227,8.699,2.29,0.048,0.652,0.099,0.098,1.397,0.294,59.434,212.043,0.007
Myanmar,2021,285399875584.0,29.6,3.195,14.762,9.046,2.557,0.039,0.554,0.104,0.08,1.359,0.272,54.278,203.336,0.007
Myanmar,2022,291025092608.0,29.533,3.322,15.116,8.514,2.557,0.025,0.549,0.101,0.079,1.364,0.277,53.935,200.943,0.007
Netherlands,2000,603803025408.0,171.936,31.789,55.866,82.368,0.469,0.351,10.707,0.285,0.674,2.137,0.862,199.387,224.929,0.004
Netherlands,2001,620170903552.0,177.247,34.235,56.518,84.587,0.478,0.254,10.953,0.286,0.69,2.088,0.828,203.852,229.257,0.004
Netherlands,2002,624424583168.0,176.525,34.726,55.066,83.939,0.489,1.202,10.838,0.283,0.672,1.992,0.807,202.415,227.895,0.004
Netherlands,2003,629811511296.0,179.964,36.055,56.448,84.789,0.434,1.127,10.996,0.286,0.65,1.912,0.877,206.357,232.682,0.004
Netherlands,2004,646331432960.0,181.892,35.516,56.631,87.1,0.446,1.08,11.074,0.281,0.635,1.931,0.89,208.946,236.857,0.004
Netherlands,2005,664118296576.0,177.931,34.157,56.612,84.417,0.421,1.161,10.806,0.268,0.601,1.79,0.894,202.805,232.912,0.005
Netherlands,2006,691453820928.0,173.085,32.946,55.216,82.233,0.4,1.147,10.494,0.25,0.565,1.751,1.017,199.61,228.453,0.005
Netherlands,2007,721200021504.0,172.833,35.541,54.552,79.979,0.403,1.211,10.455,0.24,0.548,1.723,0.948,197.84,225.641,0.005
Netherlands,2008,737705000960.0,175.705,34.516,54.921,83.699,0.399,1.0,10.586,0.238,0.548,1.761,0.593,195.043,223.107,0.005
Netherlands,2009,713986801664.0,170.234,31.75,51.816,84.076,0.416,1.127,10.203,0.238,0.54,1.7,0.585,188.52,216.813,0.005
Netherlands,2010,728193171456.0,182.289,33.055,52.471,94.173,0.348,1.134,10.869,0.25,0.546,1.73,0.58,201.111,228.203,0.005
Netherlands,2011,744614395904.0,169.162,32.093,52.348,82.199,0.351,0.977,10.039,0.227,0.49,1.66,0.574,187.152,213.095,0.005
Netherlands,2012,736942161920.0,165.575,34.336,50.267,78.574,0.308,0.864,9.789,0.225,0.473,1.631,0.74,186.037,212.444,0.005
Netherlands,2013,735982977024.0,164.758,34.682,48.276,79.184,0.274,1.137,9.71,0.224,0.467,1.644,0.731,185.151,211.558,0.005
Netherlands,2014,746458841088.0,157.342,38.172,47.144,69.378,0.282,1.092,9.239,0.211,0.444,1.587,0.736,176.444,203.535,0.005
